Timestamp,Grade,,Title of book,,Author of book,What grade level would you recommend this book to?,,How many stars would you give this book?,,,Submit your review below (200-400 word count)
7/20/2020 12:11:45,9,,The Perks of Being a Wallflower,,Stephen Chbosky,"8,9,10,11,12",,4,,,"Charlie seems like your overly average high school freshman to most. But on the inside, Charlie has so much more going on. As he overthinks, observes, and analyzes every detail of life, then writes about it in a letter to a source he refers to as “friend”, Charlie deals with his depression, friends, or, therefore, lack of, and love in his life by expressing it to this person he does not address by name.
In the epistolary novel, The Perks of Being a Wallflower written by Stephen Chbosky, Charlie learns about life, love, friendship, and mental health as he tackles his high school career. This coming-of-age novel compels readers with its fast past yet detailed and thoroughly written letters that read like one was watching the context of the note unfold themselves.
The wide range of light to deep character in this book keeps the relationships between Charlie and each of his unique classmates refreshing and realistic.
I believe that this is a book every teen should read. I would recommend this book to anyone and everyone- even if realistic fiction isn’t your favorite genre. This novel brings awareness to issues that can happen in one’s mind when it seems as if they are perfectly fine on the outside."
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7/20/2020 12:33:07,9,,History is All you Left Me,,Adam Silvera,"7,8,9,10",,5,,,"Griffin feels numb. Everything in his life is wrong. And it hasn’t been right since Theo left. But now that Theo is gone for good, it feels as if life isn’t just wrong, but has no point at all anymore. Jealousy, sadness, anger, denial, guilt, and grief have taken over Griffin’s already OCD filled mind since his ex-boyfriend, Theo died.
As Griffin begins to cope with Theo’s death, he has to turn to people for help that he never thought he would. Griffin must find who he is without Theo and but still be able to cherish the not nearly long enough time he had with him.
In History is All You Left Me by Adam Silvera, mental illness, stages of grief, and love stories that were destined for failure are not just addressed but put into action and portrayed how real and painful these situations are.
This book will make one cry, think, and then cry again. I recommend this novel to anyone who likes a book that will make them consider themselves and their own life. Griffin’s stages of grief are so real and well-written the reader will feel his pain like their own."
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7/21/2020 21:01:37,9,,Gossip Girl,,Cecily Von Zeigler,"8,9,10,11",,4,,,"Blair Waldorf has enough in her life to worry about. Being a teen on the upper east side with too much privilege and money for one’s own good, isn’t all as glamorous as it seems. Blair must continue to excel in school so she can go to Yale, which was her dream since she was a little girl, deal with her parents recent divorce, and with that, her new stepfather, whom she despises, and maintain her long-time boyfriend, Nate. She doesn’t need anything else to fill her time. (Except for shopping at Barneys and Bendels after school, but only if necessary, which seems to be every day.) When Blair’s ex-best friend, Serena van der Woodsen arrives back in town after she left mysteriously a year ago, Blair is shaken; and so is the rest of the Upper East Side.
Serena van der Woodsen is the kind of girl that every boy wants to date and every girl wants to be. She is the ultimate IT girl. One will love to read about her, and even find themselves envying her just as Blair does. Readers will fall in love and be mesmerized with the insane lives these teenagers live.
In the fast past, Gossip Girl, Cecily Von Ziegler writes a fun, lighthearted novel that one won’t be able to put down."
,,,,,,,,,,,
,,,,,,,,,,,
7/23/2020 12:22:46,10,,The Naturals,,Jennifer Lynn Barnes,"6,7,8",,4,,,"Cassandra Hobbes, better known as Cassie, is a natural at profiling people. With just a few small details, she can piece together aspects of a person's entire life. Because of her abilities, she is recruited to an FBI program that makes use of her skills and the capabilities of four other teenagers to solve cold cases. That is until new homicides start to appear and it becomes increasingly clear that Cassie is becoming more and more involved with the killer. Soon it becomes essential that Cassie and the four  other naturals, an emotion reader, a lie detector, a fellow profiler, and a numbers specialist, work together to save themselves and catch the killer. Jennifer Lynn Barnes delivers the first of The Naturals series which will undoubtedly keep young readers at the edge of their seats. I would recommend this book to anyone looking for a fun, fast-paced read. The characters are relatable, and it is entertaining to watch dynamics between them while also discovering more about their individual stories  and enjoying an intriguing and unpredictable plot. Readers will most definitely enjoy experiencing Cassie forming friendships with her fellow naturals and navigating her new life which is far from what it appears to be."
7/24/2020 21:18:37,12,,Thomas Jefferson & The Tripoli Pirates,,Brian Kilmeade& Don Yaeger,"9,10,11,12",,4,,,"I enjoy reading about things that happened in history.  This story goes deeper than what our history books talk about. In 1801, the U.S. tried to work with the 4 Muslim powers.  However, their pirates were kidnapping American  sailors for ransom.
Negotiation was not working.  Thomas Jefferson wanted to stand up to them and sent our Marines and Navy to blockade Tripoli.  It is important that we remember not only the struggles of our founding fathers, but the history of those who fought behind the scenes and the sacrifices they made for our country.  We need to remember the history, you know, so we don't repeat it..."
